no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking_ID_encoded,type_of_meal_plan_encoded,room_type_reserved_encoded,market_segment_type_encoded,booking_status_encoded
1,0,1,0,0,13,2018,4,18,0,0,0,95.0,1,13635,0,0,4,1
1,0,0,2,0,58,2018,1,27,0,0,0,85.5,0,13636,0,0,3,1
2,0,1,2,0,62,2018,3,11,0,0,0,60.29,1,13637,0,0,4,1
1,0,5,10,0,31,2018,12,4,0,0,0,87.41,2,13638,3,0,4,0
1,0,2,5,0,7,2018,11,2,1,0,2,65.0,1,13639,0,0,2,1
2,0,0,1,0,0,2018,4,13,0,0,0,89.0,1,13640,3,0,4,1
2,0,2,1,0,22,2018,5,1,0,0,0,137.67,0,13641,0,0,4,0
2,0,2,9,0,136,2018,4,20,0,0,0,99.95,0,13642,0,0,4,0
2,2,1,2,0,79,2018,4,4,0,0,0,162.3,2,13643,0,5,4,1
2,1,2,3,0,34,2017,10,25,0,0,0,90.0,1,13644,0,3,3,1
1,0,2,0,0,386,2018,10,23,0,0,0,90.0,0,13645,1,0,3,0
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,13646,1,0,3,1
1,0,0,2,0,320,2018,8,18,0,0,0,90.0,0,13647,1,0,3,1
2,1,0,3,0,93,2018,9,1,0,0,0,149.1,2,13648,0,0,4,0
2,0,2,2,0,5,2018,5,29,0,0,0,117.73,0,13649,0,3,4,0
1,0,1,3,0,6,2018,10,31,0,0,0,121.75,2,13650,0,0,4,1
2,0,0,3,0,104,2017,8,18,0,0,0,76.5,0,13651,0,0,4,0
2,0,1,2,0,53,2018,8,26,0,0,0,140.7,0,13652,0,3,4,1
2,0,2,0,0,7,2018,6,26,0,0,0,82.66,1,13653,3,0,4,1
3,0,0,2,0,2,2017,12,29,0,0,0,109.61,1,13654,0,0,4,1
2,0,0,2,0,2,2018,3,22,0,0,0,98.0,0,13655,3,0,4,1
2,0,0,2,0,88,2018,10,25,0,0,0,104.4,1,13656,0,3,4,1
2,0,0,3,0,276,2018,9,22,0,0,0,95.0,0,13657,0,0,3,0
3,0,2,1,1,14,2018,6,12,0,0,0,159.33,2,13658,0,3,4,1
2,1,0,4,0,79,2018,11,29,0,0,0,122.0,2,13659,0,0,4,1
1,0,1,0,0,35,2018,5,16,0,0,0,89.0,0,13660,0,0,2,1
2,0,2,1,0,221,2017,10,17,0,0,0,65.0,0,13661,0,0,3,1
1,0,0,1,0,163,2018,10,15,0,0,0,115.0,0,13662,0,0,3,0
2,0,1,1,0,38,2018,6,18,0,0,0,85.5,0,13663,0,0,3,1
2,0,0,1,0,1,2018,12,23,0,0,0,59.03,1,13664,3,0,4,1
2,0,0,3,0,5,2018,3,8,0,0,0,101.0,0,13665,0,0,4,0
2,0,0,2,0,1,2018,3,8,0,0,0,103.0,0,13666,0,0,4,1
2,0,0,1,0,18,2018,3,17,0,0,0,95.48,1,13667,0,3,4,1
2,0,2,2,0,18,2018,11,25,0,0,0,74.8,0,13668,3,0,4,0
2,0,1,2,0,58,2018,7,18,0,0,0,94.5,0,13669,3,0,4,0
2,0,1,4,0,91,2018,9,7,0,0,0,109.29,2,13670,0,3,4,1
2,0,1,3,0,223,2018,10,3,0,0,0,102.85,0,13671,0,0,4,0
1,0,1,4,0,6,2018,10,26,0,0,0,110.0,0,13672,0,3,0,1
2,0,1,1,1,4,2018,8,8,0,0,0,168.0,2,13673,3,0,4,1
2,2,0,2,1,1,2017,8,11,0,0,0,162.0,0,13674,3,5,4,1
1,0,0,3,0,36,2017,10,13,0,0,0,91.0,0,13675,1,0,3,1
2,2,0,2,1,4,2018,6,16,0,0,0,220.0,2,13676,0,5,4,1
1,0,0,1,1,8,2018,6,1,1,0,6,98.0,1,13677,0,0,2,1
1,0,0,1,0,8,2018,3,8,0,0,0,96.0,0,13678,0,0,4,1
2,0,1,0,0,19,2018,9,12,0,0,0,89.0,0,13679,3,0,4,1
2,1,2,5,0,237,2018,12,28,0,0,0,80.26,0,13680,0,0,4,0
2,0,0,2,0,94,2017,12,3,0,0,0,72.25,1,13681,0,0,4,1
2,0,1,4,0,275,2018,10,5,0,0,0,90.0,0,13682,0,0,3,0
2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,13683,0,0,3,0
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,13684,0,0,3,1
1,0,0,3,0,0,2018,1,19,1,0,2,66.0,0,13685,0,0,2,1
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,13686,1,0,3,1
2,0,0,1,0,1,2018,2,13,0,0,0,91.0,1,13687,0,0,4,1
1,0,1,2,0,0,2018,9,19,0,0,0,185.0,0,13688,0,0,2,1
2,0,0,3,0,42,2018,8,31,0,0,0,157.5,0,13689,1,3,4,0
2,0,1,2,0,267,2018,9,30,0,0,0,95.0,0,13690,0,0,3,0
2,0,0,1,0,149,2018,6,3,0,0,0,95.4,0,13691,3,0,4,1
2,0,0,1,0,57,2018,9,21,0,0,0,115.04,2,13692,0,3,4,1
2,0,0,2,0,47,2018,11,25,0,0,0,93.6,1,13693,0,0,4,1
2,0,2,2,0,102,2018,7,8,0,0,0,72.25,0,13694,0,0,3,1
2,0,2,0,0,146,2018,4,24,0,0,0,95.0,0,13695,0,0,3,0
3,0,1,2,0,14,2017,9,14,0,0,0,100.87,0,13696,3,0,4,0
2,0,1,3,0,72,2018,4,4,0,0,0,61.21,1,13697,3,0,4,1
2,0,2,2,0,92,2018,6,10,0,0,0,119.85,2,13698,0,0,4,1
1,0,1,1,0,0,2018,10,15,0,0,0,66.13,0,13699,3,0,4,1
3,0,2,5,0,116,2018,8,5,0,0,0,145.41,0,13700,0,3,4,0
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,13701,1,0,3,0
1,0,1,2,0,11,2017,10,19,0,0,0,77.0,0,13702,0,0,3,1
2,0,0,3,0,150,2018,6,16,0,0,0,90.0,1,13703,1,0,3,1
2,0,0,1,0,95,2017,12,5,0,0,0,72.25,2,13704,0,0,4,1
2,0,1,4,0,51,2018,8,31,0,0,0,90.2,1,13705,0,3,4,1
2,0,0,3,0,143,2018,8,25,0,0,0,100.0,1,13706,0,0,3,1
2,0,2,1,0,20,2018,8,21,0,0,0,175.0,2,13707,0,3,4,1
2,0,0,1,0,42,2017,9,30,0,0,0,86.4,1,13708,0,0,4,1
2,0,1,1,0,32,2018,7,18,0,0,0,105.0,1,13709,0,0,3,1
3,0,0,3,0,117,2018,5,5,0,0,0,149.3,2,13710,0,3,4,1
2,0,0,1,0,53,2018,10,14,0,0,0,120.0,0,13711,0,0,3,1
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,13712,1,0,3,1
2,0,0,2,0,46,2018,1,1,0,0,0,71.0,0,13713,0,0,4,1
2,0,0,4,0,122,2018,5,11,0,0,0,94.35,2,13714,3,0,4,1
1,0,0,2,0,2,2018,11,2,1,0,1,65.0,1,13715,0,0,2,1
2,0,1,3,0,163,2018,8,8,0,0,0,78.96,1,13716,0,0,4,1
2,0,1,3,0,11,2018,3,7,0,0,0,70.0,0,13717,0,0,3,1
2,0,1,1,0,51,2018,9,26,0,0,0,135.9,2,13718,0,0,4,1
2,0,0,2,0,292,2018,7,21,0,0,0,115.0,0,13719,1,0,3,0
2,0,0,1,0,8,2018,11,5,0,0,0,130.0,0,13720,0,0,3,1
2,0,1,2,0,120,2018,6,10,0,0,0,126.9,0,13721,0,0,4,0
2,0,1,3,0,10,2017,11,23,0,0,0,78.63,1,13722,3,0,4,1
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,13723,1,0,3,1
2,0,0,2,0,9,2018,7,14,0,0,0,166.0,0,13724,0,3,4,1
3,0,0,2,0,130,2018,6,9,0,0,0,159.3,0,13725,0,3,4,0
1,0,1,2,0,12,2018,7,18,0,0,0,134.33,0,13726,0,0,4,1
2,0,0,2,0,257,2017,7,1,0,0,0,101.5,0,13727,1,0,3,0
2,0,0,2,0,53,2018,11,4,0,0,0,88.0,1,13728,3,0,4,1
3,0,2,0,0,10,2018,2,7,0,0,0,130.0,2,13729,0,3,4,1
2,0,2,3,0,46,2018,5,19,0,0,0,86.5,0,13730,0,0,3,1
2,0,0,2,0,5,2018,7,28,0,0,0,124.0,0,13731,3,0,4,0
1,2,2,3,0,12,2018,2,7,0,0,0,97.1,1,13732,0,3,4,1
2,0,0,2,0,47,2018,3,18,0,0,0,112.5,1,13733,0,3,4,0
1,0,1,3,0,53,2018,3,17,0,0,0,81.7,1,13734,3,0,4,1
1,0,0,1,0,99,2018,2,19,0,0,0,81.0,0,13735,0,0,2,1
2,0,1,1,0,64,2018,4,25,0,0,0,105.3,1,13736,0,0,4,1
2,0,1,1,0,120,2018,4,23,0,0,0,95.2,0,13737,0,0,4,1
2,0,0,3,0,5,2018,8,3,0,0,0,122.24,0,13738,0,4,4,1
2,0,2,1,0,115,2018,3,26,0,0,0,58.0,0,13739,0,0,3,1
2,1,0,5,0,132,2018,11,1,0,0,0,106.2,0,13740,0,0,4,0
2,0,0,3,0,117,2018,5,5,0,0,0,105.3,0,13741,0,0,4,1
1,0,0,1,1,3,2018,5,12,1,0,2,67.0,2,13742,0,0,2,1
2,0,0,3,0,122,2018,5,12,0,0,0,121.5,1,13743,0,3,4,1
2,0,1,1,0,6,2018,4,16,0,0,0,104.0,0,13744,3,0,4,0
2,2,0,1,0,79,2018,12,27,0,0,0,156.6,1,13745,0,5,4,1
1,0,0,2,0,7,2018,11,30,0,0,0,78.0,1,13746,3,0,4,0
2,1,2,1,0,119,2018,7,23,0,0,0,121.5,0,13747,0,0,4,1
2,0,1,3,0,109,2018,8,11,0,0,0,131.4,3,13748,0,3,4,1
3,0,2,3,0,60,2018,4,9,0,0,0,41.76,1,13749,0,0,3,1
1,0,1,3,0,28,2018,9,5,0,0,0,93.4,0,13750,0,0,4,1
2,0,2,1,0,63,2018,5,22,0,0,0,97.71,1,13751,0,0,4,1
1,0,1,0,0,24,2018,11,20,0,0,0,96.0,0,13752,0,0,4,1
1,0,2,1,0,220,2018,9,17,0,0,0,128.0,0,13753,1,0,3,0
2,0,1,1,0,42,2017,10,19,0,0,0,94.5,2,13754,0,0,4,1
2,0,1,2,0,110,2018,7,8,0,0,0,114.3,1,13755,0,0,4,1
2,0,0,1,0,67,2018,5,4,0,0,0,140.4,0,13756,0,3,4,0
1,0,0,3,0,45,2018,12,8,0,0,0,86.4,2,13757,0,0,4,1
1,0,2,2,0,54,2018,7,9,0,0,0,107.55,0,13758,0,0,4,0
2,0,0,2,0,265,2018,6,24,0,0,0,115.0,1,13759,1,0,3,0
1,0,0,1,0,14,2017,10,15,0,0,0,100.0,0,13760,0,0,3,1
2,0,0,2,0,9,2017,9,11,0,0,0,128.5,1,13761,0,0,4,1
1,0,0,1,0,3,2017,11,5,1,0,1,65.0,0,13762,0,0,2,1
1,0,2,1,0,116,2018,2,28,0,0,0,76.0,0,13763,0,0,3,1
2,0,3,7,0,240,2018,8,19,0,0,0,99.45,1,13764,0,3,4,0
1,0,0,1,0,23,2017,11,5,0,0,0,65.0,0,13765,0,0,2,0
2,2,0,1,0,40,2017,10,24,0,0,0,159.3,0,13766,0,5,4,1
3,0,2,1,0,139,2018,5,15,0,0,0,105.3,0,13767,0,0,4,1
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,13768,0,0,3,1
2,0,0,3,0,121,2018,8,3,0,0,0,95.04,0,13769,0,3,3,1
2,0,2,7,0,252,2018,12,28,0,0,0,69.42,1,13770,3,0,4,0
2,0,2,1,0,34,2018,6,19,0,0,0,122.4,0,13771,0,3,4,0
2,0,3,5,0,1,2018,12,5,0,0,0,77.03,1,13772,3,0,4,1
2,0,0,4,0,346,2018,12,28,0,0,0,72.25,0,13773,3,0,4,0
2,0,0,3,0,30,2018,8,2,0,0,0,134.1,1,13774,3,0,4,1
2,0,0,3,0,11,2018,5,24,0,0,0,160.0,0,13775,1,0,3,1
2,1,0,2,0,186,2018,8,2,0,0,0,121.5,0,13776,0,0,4,0
2,0,0,1,0,47,2017,9,22,0,0,0,72.76,1,13777,0,0,4,1
2,0,0,3,0,40,2018,6,29,0,0,0,117.9,0,13778,0,0,4,1
2,0,1,3,0,85,2018,11,14,0,0,0,89.7,2,13779,0,0,4,1
2,0,1,3,0,114,2018,5,9,0,0,0,107.95,0,13780,0,3,4,0
2,0,1,0,0,103,2018,10,31,0,0,0,80.1,0,13781,3,0,4,1
2,1,0,3,0,31,2018,10,25,0,0,0,149.0,2,13782,0,0,4,1
3,0,0,3,0,32,2018,4,13,0,0,0,140.7,0,13783,0,3,4,0
2,0,2,1,0,7,2018,4,23,0,0,0,109.0,1,13784,3,0,4,1
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,13785,1,0,3,0
1,0,0,2,0,101,2017,8,6,0,0,0,68.0,1,13786,0,0,4,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,13787,1,0,3,1
2,0,2,0,0,75,2018,10,30,0,0,0,105.0,0,13788,1,0,3,0
1,0,0,1,0,1,2018,2,3,1,0,3,65.0,1,13789,0,0,2,1
2,0,1,2,0,118,2018,5,9,0,0,0,105.3,1,13790,0,0,4,1
2,0,2,2,0,14,2018,7,3,0,0,0,151.0,1,13791,0,0,4,1
2,0,0,2,0,71,2018,3,4,0,0,0,78.3,1,13792,0,0,4,0
2,1,1,2,0,19,2018,1,29,0,0,0,89.3,2,13793,0,0,4,1
2,0,0,1,0,0,2017,10,1,0,0,0,126.0,0,13794,0,0,4,1
2,0,1,3,0,57,2018,6,20,0,0,0,94.5,0,13795,0,0,4,0
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,13796,1,0,3,0
2,1,0,2,0,120,2018,7,14,0,0,0,121.5,0,13797,0,0,4,0
2,0,2,4,0,95,2018,10,30,0,0,0,68.0,0,13798,0,0,3,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,13799,1,0,3,0
2,0,0,2,0,56,2018,5,13,0,0,0,116.1,0,13800,3,0,4,0
1,0,0,1,0,14,2018,7,20,0,0,0,96.0,1,13801,0,0,4,1
2,0,2,4,0,53,2018,9,4,0,0,0,128.1,2,13802,0,3,4,1
3,0,1,0,0,32,2018,4,17,0,0,0,115.1,0,13803,3,0,4,0
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,13804,0,0,3,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,13805,0,0,3,1
2,0,0,2,0,61,2017,10,28,0,0,0,89.25,2,13806,0,0,4,1
2,0,0,3,0,10,2018,9,29,0,0,0,152.53,0,13807,0,3,4,1
2,0,0,1,0,0,2018,7,29,0,0,0,89.0,0,13808,3,0,4,1
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,13809,1,0,3,1
1,0,1,0,0,7,2018,4,18,0,0,0,104.0,0,13810,0,0,4,0
3,0,3,5,0,123,2018,7,31,0,0,0,96.9,2,13811,0,0,3,1
2,0,1,2,0,198,2018,4,22,0,0,0,73.46,1,13812,3,0,4,1
2,0,2,3,0,11,2017,10,11,0,0,0,100.0,0,13813,0,0,2,1
2,0,2,4,0,144,2018,7,15,0,0,0,89.25,0,13814,3,0,4,0
2,0,1,2,0,66,2017,10,9,0,0,0,75.0,0,13815,0,0,3,1
1,0,0,1,0,3,2017,9,17,0,0,0,0.0,0,13816,0,0,1,1
1,0,0,2,0,22,2018,3,16,0,0,0,89.0,0,13817,0,0,2,1
1,0,0,2,0,298,2018,5,10,0,0,0,76.0,0,13818,0,0,3,1
1,0,0,1,0,6,2017,8,12,0,0,0,65.0,0,13819,0,0,2,1
1,0,0,1,0,6,2018,7,20,0,0,0,106.0,0,13820,0,0,3,1
2,0,1,2,0,31,2018,10,14,0,0,0,85.0,0,13821,0,0,3,1
1,0,0,1,0,2,2018,12,21,1,0,1,105.0,0,13822,0,4,2,1
1,0,1,1,0,82,2018,5,2,0,0,0,80.0,1,13823,0,0,3,1
2,0,0,1,0,0,2018,1,1,0,0,0,86.0,0,13824,3,0,4,1
2,0,2,1,0,19,2017,9,5,0,0,0,165.0,1,13825,0,5,4,1
2,0,1,3,0,21,2018,12,1,0,0,0,122.19,1,13826,1,0,4,1
2,0,0,2,0,32,2018,10,6,0,0,0,157.5,2,13827,0,3,4,1
2,0,2,3,0,10,2018,12,30,0,0,0,120.36,2,13828,0,3,4,1
2,0,2,0,0,69,2017,7,12,0,0,0,76.5,1,13829,0,0,4,0
2,0,0,3,0,62,2018,10,25,0,0,0,111.6,1,13830,0,3,4,1
3,0,2,0,0,1,2018,11,6,0,0,0,232.5,1,13831,0,3,4,1
2,0,1,4,0,124,2018,8,8,0,0,0,114.3,0,13832,0,0,4,0
3,0,2,2,0,183,2018,10,28,0,0,0,123.3,0,13833,0,3,4,0
3,0,2,4,0,140,2018,5,28,0,0,0,103.42,2,13834,0,3,4,1
2,0,1,2,0,126,2018,8,8,0,0,0,86.36,0,13835,0,0,3,1
2,0,0,2,0,44,2018,11,22,0,0,0,98.8,2,13836,0,0,4,1
2,0,2,2,0,186,2018,9,30,0,0,0,102.6,2,13837,3,0,4,0
2,0,1,1,0,40,2018,8,13,0,0,0,205.38,1,13838,0,6,4,1
2,0,0,1,0,10,2017,9,5,0,0,0,85.0,1,13839,0,0,3,1
1,0,1,3,0,0,2018,12,29,0,0,0,65.0,0,13840,0,0,3,1
2,0,2,5,0,279,2018,8,25,0,0,0,80.75,1,13841,3,0,4,0
2,0,0,1,0,36,2018,6,1,0,0,0,89.1,2,13842,3,0,4,1
2,0,0,3,0,104,2017,12,3,0,0,0,75.0,0,13843,0,0,3,1
2,0,0,1,0,5,2018,4,2,0,0,0,99.0,1,13844,3,0,4,1
1,0,1,4,0,42,2017,10,26,0,0,0,73.15,1,13845,3,0,4,1
2,0,0,2,0,1,2018,7,26,0,0,0,79.5,0,13846,0,0,2,1
2,0,0,3,0,105,2018,10,12,0,0,0,37.5,0,13847,0,0,3,1
2,1,2,2,0,12,2018,1,15,0,0,0,75.0,0,13848,3,0,4,1
2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,13849,0,0,3,0
1,0,2,1,0,122,2018,3,27,0,0,0,86.0,0,13850,1,0,3,1
2,0,0,2,0,0,2017,8,14,0,0,0,109.0,0,13851,1,0,3,1
1,0,1,3,0,4,2018,10,24,0,0,0,110.0,0,13852,0,3,0,1
2,0,0,2,0,18,2018,8,16,0,0,0,151.0,1,13853,0,0,4,1
2,0,0,2,0,49,2018,11,3,0,0,0,79.2,2,13854,3,0,4,1
2,1,2,5,0,46,2018,3,15,0,0,0,76.48,1,13855,0,3,4,0
2,0,0,1,0,1,2018,9,20,0,0,0,130.94,1,13856,0,0,4,1
2,0,0,1,0,1,2018,8,9,0,0,0,158.0,2,13857,3,0,4,1
2,0,0,1,0,2,2017,9,19,0,0,0,200.0,1,13858,0,3,4,1
2,0,1,2,0,11,2017,8,21,0,0,0,90.0,0,13859,0,0,4,1
2,0,0,4,0,2,2018,6,28,0,0,0,124.5,1,13860,3,0,4,1
2,0,0,3,0,58,2018,11,16,0,0,0,75.0,0,13861,0,0,3,1
2,0,1,0,0,48,2018,11,6,0,0,0,79.2,1,13862,3,0,4,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,13863,0,0,3,0
2,0,2,3,0,26,2018,10,16,0,0,0,85.0,0,13864,0,0,3,1
1,0,0,2,0,102,2017,10,16,0,0,0,87.0,0,13865,1,0,3,1
2,1,1,0,0,186,2018,8,28,0,0,0,112.5,0,13866,0,0,4,0
2,0,0,2,0,54,2018,11,11,0,0,0,106.2,3,13867,0,3,4,1
2,0,1,4,0,114,2018,9,12,0,0,0,129.6,1,13868,0,0,4,1
2,0,1,2,0,95,2018,11,7,0,0,0,185.4,1,13869,0,3,4,1
2,0,0,4,0,106,2018,6,8,0,0,0,92.28,1,13870,0,0,4,1
1,0,0,1,0,0,2018,2,10,0,0,0,79.0,0,13871,0,0,4,1
2,0,1,3,0,30,2017,10,12,0,0,0,96.3,1,13872,0,0,4,1
2,0,0,1,0,100,2017,10,16,0,0,0,108.0,0,13873,1,0,3,0
2,0,2,6,0,142,2018,8,3,0,0,0,104.76,0,13874,0,0,4,0
2,0,0,2,0,37,2018,12,2,0,0,0,88.0,2,13875,3,0,4,1
1,0,0,0,0,1,2018,9,14,1,0,1,0.0,1,13876,0,0,4,1
2,0,2,1,0,9,2018,3,26,0,0,0,144.33,0,13877,0,0,4,0
2,0,1,0,0,17,2017,12,14,0,0,0,69.6,0,13878,0,0,4,1
2,0,1,5,0,129,2018,10,10,0,0,0,132.3,0,13879,0,3,4,0
1,0,2,1,0,116,2018,2,28,0,0,0,61.0,0,13880,0,0,3,0
2,0,0,1,0,0,2018,3,30,0,0,0,80.1,0,13881,3,0,4,1
1,0,0,2,0,1,2018,11,15,1,1,4,88.0,0,13882,0,0,2,1
2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,13883,0,0,3,0
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,13884,1,0,3,1
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,13885,1,0,3,1
3,0,1,1,0,75,2018,10,8,0,0,0,151.2,1,13886,0,3,4,1
2,1,2,5,0,40,2018,8,28,0,0,0,127.16,0,13887,0,0,4,1
1,1,3,9,0,223,2018,8,31,0,0,0,86.2,0,13888,3,0,4,0
2,0,2,1,0,12,2018,2,20,0,0,0,93.0,0,13889,0,0,4,1
2,2,1,3,0,86,2018,10,24,0,0,0,221.18,0,13890,1,5,4,0
1,0,0,2,0,65,2017,10,2,0,0,0,100.0,0,13891,0,0,3,1
2,0,0,3,0,1,2018,2,25,0,0,0,100.0,0,13892,0,5,4,1
1,0,2,5,0,196,2018,8,1,0,0,0,68.0,0,13893,0,0,3,1
1,0,0,3,0,47,2018,3,16,0,0,0,101.1,1,13894,0,3,4,0
1,0,0,3,0,174,2018,9,22,0,0,0,95.67,0,13895,0,0,3,1
2,0,2,1,0,23,2018,2,7,0,0,0,66.0,0,13896,0,0,3,1
2,0,2,2,0,115,2018,2,27,0,0,0,86.0,0,13897,0,0,3,1
2,1,2,1,0,83,2018,4,10,0,0,0,96.3,2,13898,0,0,4,1
2,0,0,4,0,86,2018,7,13,0,0,0,118.8,0,13899,0,3,4,0
2,0,0,4,0,34,2018,2,9,0,0,0,67.5,0,13900,3,0,4,0
2,0,0,2,0,0,2018,8,30,0,0,0,77.71,0,13901,3,0,4,1
2,0,0,1,0,18,2018,1,2,0,0,0,109.0,1,13902,0,0,4,1
2,0,1,3,0,212,2018,8,11,0,0,0,80.75,0,13903,3,0,4,0
1,0,0,2,0,33,2018,11,11,0,0,0,104.0,1,13904,3,0,4,1
3,0,0,2,0,23,2018,7,1,0,0,0,187.0,2,13905,0,3,4,1
2,0,2,2,0,125,2018,7,3,0,0,0,87.13,0,13906,3,0,4,0
2,0,0,2,0,257,2017,7,1,0,0,0,101.5,0,13907,1,0,3,0
2,0,1,2,0,278,2018,12,9,0,0,0,78.3,2,13908,0,0,4,1
2,2,2,1,0,88,2018,9,24,0,0,0,207.9,1,13909,0,5,4,0
2,0,2,3,0,256,2018,10,16,0,0,0,100.75,0,13910,0,0,4,0
2,0,2,3,0,170,2018,7,29,0,0,0,300.0,0,13911,1,0,3,0
2,0,0,4,0,189,2018,8,16,0,0,0,112.2,2,13912,0,3,4,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,13913,0,0,3,0
1,0,0,1,0,5,2018,8,24,0,0,0,65.0,1,13914,0,0,2,1
2,0,1,2,0,95,2018,5,6,0,0,0,140.4,1,13915,0,3,4,1
3,0,2,1,0,61,2018,5,7,0,0,0,159.3,0,13916,0,0,4,0
2,0,0,4,0,65,2018,9,14,0,0,0,149.4,1,13917,0,3,4,1
2,0,1,1,0,96,2018,10,8,0,0,0,118.8,3,13918,0,0,4,1
2,0,0,2,0,377,2018,10,14,0,0,0,115.0,1,13919,1,0,3,0
2,0,0,1,0,68,2018,9,7,0,0,0,87.3,1,13920,3,0,4,0
2,0,0,3,0,60,2018,11,15,0,0,0,75.0,0,13921,0,0,3,1
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,13922,0,0,3,0
1,0,0,1,0,0,2018,6,7,0,0,0,115.0,1,13923,0,0,4,1
2,0,1,1,0,301,2018,7,30,0,0,0,115.0,1,13924,1,0,3,0
1,0,0,3,0,335,2018,10,13,0,0,0,55.33,0,13925,0,0,3,1
2,0,2,6,0,89,2018,12,17,0,0,0,74.8,4,13926,3,0,4,1
2,0,2,3,0,118,2018,8,13,0,0,0,114.3,1,13927,0,0,4,1
2,0,2,2,0,87,2018,12,18,0,0,0,75.0,0,13928,0,0,3,1
2,0,1,1,0,0,2018,3,19,0,0,0,141.0,1,13929,0,0,4,0
1,0,1,0,1,6,2018,9,26,0,0,0,67.0,0,13930,0,0,2,1
2,0,0,1,0,11,2018,11,5,0,0,0,130.0,1,13931,0,0,4,0
1,0,0,2,0,46,2018,11,4,0,0,0,67.5,0,13932,0,0,3,1
2,0,1,1,0,60,2017,9,21,0,0,0,65.0,0,13933,0,0,3,1
2,0,2,3,0,14,2018,3,3,0,0,0,83.0,1,13934,3,0,4,1
2,0,2,0,1,24,2018,9,11,0,0,0,142.0,1,13935,0,3,4,1
3,0,2,1,0,202,2018,10,22,0,0,0,128.7,0,13936,0,3,4,0
2,0,1,2,0,46,2018,12,16,0,0,0,79.2,1,13937,3,0,4,1
3,0,2,1,0,53,2018,9,3,0,0,0,142.2,2,13938,0,3,4,1
2,0,1,0,0,13,2018,3,20,0,0,0,85.0,1,13939,0,0,3,1
2,0,2,4,0,13,2018,12,3,0,0,0,89.39,0,13940,0,0,4,1
2,0,0,2,0,0,2017,8,14,0,0,0,109.0,0,13941,1,0,3,1
1,0,0,1,0,22,2017,11,17,0,0,0,62.0,0,13942,0,0,2,1
2,0,0,3,0,1,2018,9,29,0,0,0,146.0,0,13943,1,0,2,1
2,2,0,1,1,6,2018,8,13,0,0,0,316.0,0,13944,1,5,4,0
3,0,1,0,0,27,2018,9,19,0,0,0,136.0,0,13945,0,0,3,0
2,0,1,1,0,17,2018,7,9,0,0,0,166.0,0,13946,0,3,4,0
2,0,0,3,0,90,2018,3,31,0,0,0,96.3,0,13947,0,3,4,1
2,0,0,3,0,12,2017,8,5,0,0,0,65.0,0,13948,0,0,2,1
2,0,1,4,0,113,2018,6,27,0,0,0,92.65,1,13949,0,0,4,1
1,0,0,2,0,320,2018,8,18,0,0,0,0.0,0,13950,1,0,4,0
2,2,2,2,0,33,2018,9,10,0,0,0,207.9,2,13951,0,5,4,1
2,0,2,3,0,158,2018,8,25,0,0,0,90.95,0,13952,0,0,4,0
2,0,1,3,0,137,2018,6,20,0,0,0,75.0,0,13953,0,0,3,1
2,0,0,4,0,110,2017,12,9,0,0,0,70.0,0,13954,0,0,3,1
2,0,1,1,0,267,2018,10,1,0,0,0,115.2,0,13955,0,3,4,0
2,0,0,1,0,28,2018,5,28,0,0,0,156.0,0,13956,0,3,4,1
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,13957,0,0,3,0
1,0,1,1,0,0,2018,2,29,0,0,0,3.0,0,13958,0,0,1,1
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,13959,0,0,3,1
1,0,2,0,0,18,2018,6,12,0,0,0,114.0,0,13960,0,0,4,0
2,0,0,4,0,120,2018,4,12,0,0,0,80.75,1,13961,3,0,4,1
2,0,0,2,0,148,2017,9,11,0,0,0,93.5,1,13962,0,0,4,1
3,0,2,2,0,30,2018,6,19,0,0,0,111.6,1,13963,0,0,3,1
